dep;jour;P;T;cl_age90
75;2020-07-11;4;184;39
75;2020-07-11;2;184;49
75;2020-07-11;2;141;59
75;2020-07-11;0;108;69
75;2020-07-11;0;77;79
75;2020-07-11;0;40;89
75;2020-07-11;0;20;90
75;2020-07-11;12;1095;0
75;2020-07-12;0;25;09
75;2020-07-12;0;26;19
75;2020-07-12;2;45;29
75;2020-07-12;0;44;39
75;2020-07-12;1;40;49
75;2020-07-12;0;35;59
75;2020-07-12;1;30;69
75;2020-07-12;0;31;79
75;2020-07-12;0;23;89
75;2020-07-12;1;21;90
75;2020-07-12;5;320;0
75;2020-07-13;1;249;09
75;2020-07-13;5;326;19
75;2020-07-13;17;710;29
75;2020-07-13;17;643;39
75;2020-07-13;5;461;49
75;2020-07-13;12;407;59
75;2020-07-13;6;304;69
75;2020-07-13;4;179;79
75;2020-07-13;3;103;89
75;2020-07-13;1;44;90
75;2020-07-13;71;3429;0
75;2020-07-14;0;20;09
75;2020-07-14;0;26;19
75;2020-07-14;0;85;29
75;2020-07-14;1;93;39
75;2020-07-14;0;44;49
75;2020-07-14;0;46;59
75;2020-07-14;3;48;69
75;2020-07-14;1;36;79
75;2020-07-14;0;45;89
75;2020-07-14;0;27;90
75;2020-07-14;5;470;0
75;2020-07-15;2;187;09
75;2020-07-15;4;273;19
75;2020-07-15;12;808;29
75;2020-07-15;9;736;39
75;2020-07-15;3;540;49
75;2020-07-15;8;376;59
75;2020-07-15;3;303;69
75;2020-07-15;4;223;79
75;2020-07-15;1;99;89
75;2020-07-15;2;43;90
75;2020-07-15;52;3597;0
75;2020-07-16;2;175;09
75;2020-07-16;2;248;19
75;2020-07-16;10;831;29
75;2020-07-16;19;742;39
75;2020-07-16;8;511;49
75;2020-07-16;7;403;59
75;2020-07-16;5;309;69
75;2020-07-16;3;237;79
75;2020-07-16;2;103;89
75;2020-07-16;0;42;90
75;2020-07-16;61;3606;0
75;2020-07-17;2;177;09
75;2020-07-17;6;280;19
75;2020-07-17;13;821;29
75;2020-07-17;6;780;39
75;2020-07-17;9;507;49
75;2020-07-17;9;411;59
75;2020-07-17;5;316;69
75;2020-07-17;2;215;79
75;2020-07-17;2;107;89
75;2020-07-17;0;36;90
75;2020-07-17;54;3672;0
75;2020-07-18;1;72;09
75;2020-07-18;1;116;19
75;2020-07-18;7;262;29
75;2020-07-18;5;310;39
75;2020-07-18;2;205;49
75;2020-07-18;3;176;59
75;2020-07-18;1;101;69
75;2020-07-18;3;93;79
75;2020-07-18;0;49;89
75;2020-07-18;1;28;90
75;2020-07-18;24;1413;0
75;2020-07-19;0;26;09
75;2020-07-19;2;47;19
75;2020-07-19;0;103;29
75;2020-07-19;3;127;39
75;2020-07-19;2;107;49
75;2020-07-19;1;76;59
75;2020-07-19;0;86;69
75;2020-07-19;0;56;79
75;2020-07-19;0;29;89
75;2020-07-19;0;19;90
75;2020-07-19;8;676;0
75;2020-07-20;0;168;09
75;2020-07-20;5;310;19
75;2020-07-20;10;977;29
75;2020-07-20;11;828;39
75;2020-07-20;9;583;49
75;2020-07-20;11;492;59
75;2020-07-20;10;369;69
75;2020-07-20;5;243;79
75;2020-07-20;2;144;89
75;2020-07-20;3;55;90
75;2020-07-20;68;4195;0
75;2020-07-21;5;145;09
75;2020-07-21;5;253;19
75;2020-07-21;14;921;29
75;2020-07-21;16;781;39
75;2020-07-21;5;546;49
75;2020-07-21;3;434;59
75;2020-07-21;1;327;69
75;2020-07-21;0;205;79
75;2020-07-21;2;112;89
75;2020-07-21;0;39;90
75;2020-07-21;51;3771;0
75;2020-07-22;0;140;09
75;2020-07-22;2;224;19
75;2020-07-22;21;1012;29
75;2020-07-22;22;834;39
75;2020-07-22;5;554;49
75;2020-07-22;1;442;59
75;2020-07-22;6;339;69
75;2020-07-22;4;195;79
75;2020-07-22;1;113;89
75;2020-07-22;4;48;90
75;2020-07-22;66;3912;0
75;2020-07-23;0;139;09
75;2020-07-23;1;251;19
75;2020-07-23;17;921;29
75;2020-07-23;12;823;39
75;2020-07-23;10;538;49
75;2020-07-23;3;440;59
75;2020-07-23;6;327;69
75;2020-07-23;4;231;79
75;2020-07-23;1;137;89
75;2020-07-23;0;68;90
75;2020-07-23;59;3884;0
75;2020-07-24;1;135;09
75;2020-07-24;6;270;19
75;2020-07-24;19;970;29
75;2020-07-24;15;935;39
75;2020-07-24;8;561;49
75;2020-07-24;10;483;59
75;2020-07-24;6;316;69
75;2020-07-24;1;204;79
75;2020-07-24;0;115;89
75;2020-07-24;2;39;90
75;2020-07-24;68;4030;0
75;2020-07-25;0;53;09
75;2020-07-25;1;104;19
75;2020-07-25;10;371;29
75;2020-07-25;3;345;39
75;2020-07-25;5;240;49
75;2020-07-25;3;229;59
75;2020-07-25;2;137;69
75;2020-07-25;0;82;79
75;2020-07-25;2;37;89
75;2020-07-25;0;17;90
75;2020-07-25;26;1618;0
75;2020-07-26;0;19;09
75;2020-07-26;2;52;19
75;2020-07-26;4;176;29
75;2020-07-26;2;159;39
75;2020-07-26;1;123;49
75;2020-07-26;2;88;59
75;2020-07-26;5;64;69
75;2020-07-26;0;44;79
75;2020-07-26;0;23;89
75;2020-07-26;0;11;90
75;2020-07-26;16;759;0
76;2020-05-13;0;26;09
76;2020-05-13;0;24;19
76;2020-05-13;2;59;29
76;2020-05-13;0;60;39
76;2020-05-13;2;40;49
76;2020-05-13;3;70;59
76;2020-05-13;0;50;69
76;2020-05-13;0;36;79
76;2020-05-13;4;39;89
76;2020-05-13;4;28;90
76;2020-05-13;15;432;0
76;2020-05-14;0;33;09
76;2020-05-14;0;25;19
76;2020-05-14;1;56;29
76;2020-05-14;2;55;39
76;2020-05-14;1;67;49
76;2020-05-14;2;62;59
76;2020-05-14;0;46;69
76;2020-05-14;1;39;79
76;2020-05-14;1;34;89
76;2020-05-14;0;17;90
76;2020-05-14;8;441;0
76;2020-05-15;0;33;09
76;2020-05-15;0;47;19
76;2020-05-15;1;104;29
76;2020-05-15;0;105;39
76;2020-05-15;3;93;49
76;2020-05-15;1;69;59
76;2020-05-15;0;58;69
76;2020-05-15;0;44;79
76;2020-05-15;3;46;89
76;2020-05-15;1;19;90
76;2020-05-15;10;667;0
76;2020-05-16;0;23;09
76;2020-05-16;0;14;19
76;2020-05-16;0;22;29
76;2020-05-16;0;23;39
76;2020-05-16;0;27;49
76;2020-05-16;2;29;59
76;2020-05-16;0;21;69
76;2020-05-16;2;18;79
76;2020-05-16;0;24;89
76;2020-05-16;0;6;90
76;2020-05-16;4;207;0
76;2020-05-17;0;19;09
76;2020-05-17;0;8;19
76;2020-05-17;0;18;29
76;2020-05-17;0;16;39
76;2020-05-17;1;12;49
76;2020-05-17;1;19;59
76;2020-05-17;0;13;69
76;2020-05-17;0;6;79
76;2020-05-17;0;14;89
76;2020-05-17;0;6;90
76;2020-05-17;2;131;0
76;2020-05-18;0;39;09
76;2020-05-18;1;35;19
76;2020-05-18;1;75;29
76;2020-05-18;0;110;39
76;2020-05-18;0;105;49
76;2020-05-18;1;90;59
76;2020-05-18;2;69;69
76;2020-05-18;1;68;79
76;2020-05-18;5;79;89
76;2020-05-18;5;45;90
76;2020-05-18;16;716;0
76;2020-05-19;0;32;09
76;2020-05-19;0;26;19
76;2020-05-19;0;47;29
76;2020-05-19;0;75;39
76;2020-05-19;1;51;49
76;2020-05-19;0;68;59
76;2020-05-19;0;52;69
76;2020-05-19;2;57;79
76;2020-05-19;1;36;89
76;2020-05-19;1;18;90
76;2020-05-19;5;462;0
76;2020-05-20;0;21;09
76;2020-05-20;0;31;19
76;2020-05-20;1;73;29
76;2020-05-20;0;91;39
76;2020-05-20;0;98;49
76;2020-05-20;0;82;59
76;2020-05-20;1;50;69
76;2020-05-20;1;38;79
76;2020-05-20;0;29;89
76;2020-05-20;1;18;90
76;2020-05-20;4;531;0
76;2020-05-21;0;13;09
76;2020-05-21;0;9;19
76;2020-05-21;0;18;29
76;2020-05-21;0;24;39
76;2020-05-21;0;23;49
76;2020-05-21;0;23;59
76;2020-05-21;0;28;69
76;2020-05-21;0;21;79
76;2020-05-21;0;27;89
76;2020-05-21;2;24;90
76;2020-05-21;2;210;0
76;2020-05-22;1;25;09
76;2020-05-22;0;32;19
76;2020-05-22;0;48;29
76;2020-05-22;0;68;39
76;2020-05-22;1;50;49
76;2020-05-22;0;57;59
76;2020-05-22;0;63;69
76;2020-05-22;1;48;79
76;2020-05-22;1;34;89
76;2020-05-22;1;18;90
76;2020-05-22;5;443;0
76;2020-05-23;0;13;09
76;2020-05-23;0;13;19
76;2020-05-23;0;20;29
76;2020-05-23;1;26;39
76;2020-05-23;0;23;49
76;2020-05-23;0;23;59
76;2020-05-23;0;27;69
76;2020-05-23;0;21;79
76;2020-05-23;0;25;89
76;2020-05-23;0;13;90
76;2020-05-23;1;204;0
76;2020-05-24;0;9;09
76;2020-05-24;0;11;19
76;2020-05-24;0;21;29
76;2020-05-24;0;25;39
76;2020-05-24;0;26;49
76;2020-05-24;0;23;59
76;2020-05-24;0;20;69
76;2020-05-24;1;23;79
76;2020-05-24;0;20;89
76;2020-05-24;0;5;90
76;2020-05-24;1;183;0
76;2020-05-25;0;29;09
76;2020-05-25;0;21;19
76;2020-05-25;1;45;29
76;2020-05-25;0;45;39
76;2020-05-25;0;42;49
76;2020-05-25;0;52;59
76;2020-05-25;1;60;69
76;2020-05-25;1;36;79
76;2020-05-25;0;45;89
76;2020-05-25;0;12;90
76;2020-05-25;3;387;0
76;2020-05-26;0;43;09
76;2020-05-26;1;38;19
76;2020-05-26;0;59;29
76;2020-05-26;1;54;39
76;2020-05-26;0;60;49
76;2020-05-26;0;63;59
76;2020-05-26;0;39;69
76;2020-05-26;0;47;79
76;2020-05-26;0;49;89
76;2020-05-26;0;21;90
76;2020-05-26;2;473;0
76;2020-05-27;0;36;09
76;2020-05-27;0;34;19
76;2020-05-27;1;70;29
76;2020-05-27;1;74;39
76;2020-05-27;0;79;49
76;2020-05-27;0;61;59
76;2020-05-27;0;52;69
76;2020-05-27;0;30;79
76;2020-05-27;0;33;89
76;2020-05-27;0;16;90
76;2020-05-27;2;485;0
76;2020-05-28;0;30;09
76;2020-05-28;0;39;19
76;2020-05-28;1;62;29
76;2020-05-28;0;65;39
76;2020-05-28;0;43;49
76;2020-05-28;0;48;59
76;2020-05-28;0;50;69
76;2020-05-28;0;25;79
76;2020-05-28;0;30;89
76;2020-05-28;1;16;90
76;2020-05-28;2;408;0
76;2020-05-29;0;51;09
76;2020-05-29;0;38;19
76;2020-05-29;1;58;29
76;2020-05-29;0;59;39
76;2020-05-29;0;58;49
76;2020-05-29;1;42;59
76;2020-05-29;0;51;69
76;2020-05-29;0;40;79
76;2020-05-29;1;32;89
76;2020-05-29;0;20;90
76;2020-05-29;3;449;0
76;2020-05-30;0;23;09
76;2020-05-30;0;20;19
76;2020-05-30;0;37;29
76;2020-05-30;0;39;39
76;2020-05-30;1;24;49
76;2020-05-30;0;33;59
76;2020-05-30;0;31;69
76;2020-05-30;0;34;79
76;2020-05-30;0;28;89
76;2020-05-30;0;39;90
76;2020-05-30;1;308;0
76;2020-05-31;0;2;09
76;2020-05-31;0;13;19
76;2020-05-31;0;12;29
76;2020-05-31;0;7;39
76;2020-05-31;0;11;49
76;2020-05-31;0;16;59
76;2020-05-31;0;12;69
76;2020-05-31;0;11;79
76;2020-05-31;0;14;89
76;2020-05-31;0;4;90
76;2020-05-31;0;102;0
76;2020-06-01;0;11;09
76;2020-06-01;0;6;19
76;2020-06-01;0;5;29
76;2020-06-01;0;10;39
76;2020-06-01;0;19;49
76;2020-06-01;0;9;59
76;2020-06-01;0;13;69
76;2020-06-01;0;16;79
76;2020-06-01;0;15;89
76;2020-06-01;0;6;90
76;2020-06-01;0;110;0
76;2020-06-02;1;31;09
76;2020-06-02;0;27;19
76;2020-06-02;0;44;29
76;2020-06-02;0;43;39
76;2020-06-02;1;45;49
76;2020-06-02;1;37;59
76;2020-06-02;0;49;69
76;2020-06-02;1;32;79
76;2020-06-02;0;32;89
76;2020-06-02;0;17;90
76;2020-06-02;4;357;0
76;2020-06-03;0;27;09
76;2020-06-03;0;34;19
76;2020-06-03;0;68;29
76;2020-06-03;1;53;39
76;2020-06-03;0;65;49
76;2020-06-03;0;58;59
76;2020-06-03;0;43;69
76;2020-06-03;0;40;79
76;2020-06-03;0;54;89
76;2020-06-03;0;41;90
76;2020-06-03;1;483;0
76;2020-06-04;2;36;09
76;2020-06-04;1;42;19
76;2020-06-04;0;55;29
76;2020-06-04;0;56;39
76;2020-06-04;0;39;49
76;2020-06-04;0;35;59
76;2020-06-04;0;41;69
76;2020-06-04;0;32;79
76;2020-06-04;0;40;89
76;2020-06-04;0;10;90
76;2020-06-04;3;386;0
76;2020-06-05;0;26;09
76;2020-06-05;0;30;19
76;2020-06-05;0;51;29
76;2020-06-05;1;58;39
76;2020-06-05;1;33;49
76;2020-06-05;0;61;59
76;2020-06-05;0;51;69
76;2020-06-05;0;38;79
76;2020-06-05;0;38;89
76;2020-06-05;0;22;90
76;2020-06-05;2;408;0
76;2020-06-06;2;18;09
76;2020-06-06;1;22;19
76;2020-06-06;1;35;29
76;2020-06-06;1;34;39
76;2020-06-06;0;28;49
76;2020-06-06;0;26;59
76;2020-06-06;0;31;69
76;2020-06-06;1;20;79
76;2020-06-06;0;25;89
76;2020-06-06;0;10;90
76;2020-06-06;6;249;0
76;2020-06-07;0;5;09
76;2020-06-07;0;7;19
76;2020-06-07;0;11;29
76;2020-06-07;0;7;39
76;2020-06-07;0;9;49
76;2020-06-07;0;12;59
76;2020-06-07;0;12;69
76;2020-06-07;1;18;79
76;2020-06-07;0;11;89
76;2020-06-07;0;11;90
76;2020-06-07;1;103;0
76;2020-06-08;0;22;09
76;2020-06-08;0;21;19
76;2020-06-08;1;61;29
76;2020-06-08;0;58;39
76;2020-06-08;0;55;49
76;2020-06-08;2;71;59
76;2020-06-08;0;45;69
76;2020-06-08;1;38;79
76;2020-06-08;0;34;89
76;2020-06-08;0;7;90
76;2020-06-08;4;412;0
76;2020-06-09;0;20;09
76;2020-06-09;0;23;19
76;2020-06-09;1;72;29
76;2020-06-09;0;58;39
76;2020-06-09;1;43;49
76;2020-06-09;0;64;59
76;2020-06-09;4;41;69
76;2020-06-09;0;38;79
76;2020-06-09;0;29;89
76;2020-06-09;0;21;90
76;2020-06-09;6;409;0
76;2020-06-10;0;21;09
76;2020-06-10;0;29;19
76;2020-06-10;0;65;29
76;2020-06-10;2;60;39
76;2020-06-10;1;59;49
76;2020-06-10;0;40;59
76;2020-06-10;0;45;69
76;2020-06-10;0;39;79
76;2020-06-10;1;30;89
76;2020-06-10;0;15;90
76;2020-06-10;4;403;0
76;2020-06-11;1;18;09
76;2020-06-11;1;34;19
76;2020-06-11;3;49;29
76;2020-06-11;2;47;39
76;2020-06-11;2;48;49
76;2020-06-11;0;46;59
76;2020-06-11;0;44;69
76;2020-06-11;0;35;79
76;2020-06-11;0;25;89
76;2020-06-11;0;14;90
76;2020-06-11;9;360;0
76;2020-06-12;0;26;09
76;2020-06-12;0;34;19
76;2020-06-12;5;53;29
76;2020-06-12;2;50;39
76;2020-06-12;1;41;49
76;2020-06-12;0;55;59
76;2020-06-12;2;35;69
76;2020-06-12;0;49;79
76;2020-06-12;1;30;89
76;2020-06-12;0;27;90
76;2020-06-12;11;400;0
76;2020-06-13;4;21;09
76;2020-06-13;0;22;19
76;2020-06-13;0;29;29
76;2020-06-13;3;30;39
76;2020-06-13;0;20;49
76;2020-06-13;1;26;59
76;2020-06-13;0;21;69
76;2020-06-13;1;24;79
76;2020-06-13;1;19;89
76;2020-06-13;1;7;90
76;2020-06-13;11;219;0
76;2020-06-14;0;11;09
76;2020-06-14;1;11;19
76;2020-06-14;0;18;29
76;2020-06-14;2;34;39
76;2020-06-14;2;17;49
76;2020-06-14;0;8;59
76;2020-06-14;1;16;69
76;2020-06-14;0;20;79
76;2020-06-14;0;11;89
76;2020-06-14;0;3;90
76;2020-06-14;6;149;0
76;2020-06-15;5;33;09
76;2020-06-15;0;32;19
76;2020-06-15;3;50;29
76;2020-06-15;2;43;39
76;2020-06-15;0;39;49
76;2020-06-15;1;41;59
76;2020-06-15;1;54;69
76;2020-06-15;1;32;79
76;2020-06-15;3;35;89
76;2020-06-15;3;22;90
76;2020-06-15;19;381;0
76;2020-06-16;1;38;09
76;2020-06-16;2;43;19
76;2020-06-16;2;56;29
76;2020-06-16;2;55;39
76;2020-06-16;1;41;49
76;2020-06-16;0;37;59
76;2020-06-16;0;36;69
76;2020-06-16;0;30;79
76;2020-06-16;0;57;89
76;2020-06-16;0;49;90
76;2020-06-16;8;442;0
76;2020-06-17;2;39;09
76;2020-06-17;1;44;19
76;2020-06-17;5;97;29
76;2020-06-17;0;79;39
76;2020-06-17;4;67;49
76;2020-06-17;4;77;59
76;2020-06-17;2;78;69
76;2020-06-17;1;60;79
76;2020-06-17;6;85;89
76;2020-06-17;4;56;90
76;2020-06-17;29;682;0
76;2020-06-18;1;48;09
76;2020-06-18;4;49;19
76;2020-06-18;1;66;29
76;2020-06-18;6;67;39
76;2020-06-18;1;58;49
76;2020-06-18;2;58;59
76;2020-06-18;1;30;69
76;2020-06-18;0;49;79
76;2020-06-18;1;73;89
76;2020-06-18;0;56;90
76;2020-06-18;17;554;0
76;2020-06-19;2;41;09
76;2020-06-19;1;49;19
76;2020-06-19;1;66;29
76;2020-06-19;3;97;39
76;2020-06-19;3;79;49
76;2020-06-19;0;62;59
76;2020-06-19;1;51;69
76;2020-06-19;0;46;79
76;2020-06-19;2;51;89
76;2020-06-19;0;22;90
76;2020-06-19;13;564;0
76;2020-06-20;1;29;09
76;2020-06-20;1;55;19
76;2020-06-20;4;76;29
76;2020-06-20;3;70;39
76;2020-06-20;3;93;49
76;2020-06-20;4;87;59
76;2020-06-20;0;62;69
76;2020-06-20;0;41;79
76;2020-06-20;0;63;89
76;2020-06-20;0;36;90
76;2020-06-20;16;612;0
76;2020-06-21;0;19;09
76;2020-06-21;0;25;19
76;2020-06-21;1;40;29
76;2020-06-21;0;53;39
76;2020-06-21;1;40;49
76;2020-06-21;1;46;59
76;2020-06-21;0;39;69
76;2020-06-21;0;19;79
76;2020-06-21;0;14;89
76;2020-06-21;0;6;90
76;2020-06-21;3;302;0
76;2020-06-22;3;67;09
76;2020-06-22;6;100;19
76;2020-06-22;2;176;29
76;2020-06-22;2;180;39
76;2020-06-22;5;167;49
76;2020-06-22;1;161;59
76;2020-06-22;0;128;69
76;2020-06-22;1;103;79
76;2020-06-22;0;120;89
76;2020-06-22;4;100;90
76;2020-06-22;24;1302;0
76;2020-06-23;1;72;09
76;2020-06-23;3;98;19
76;2020-06-23;3;153;29
76;2020-06-23;1;192;39
76;2020-06-23;3;208;49
76;2020-06-23;3;179;59
76;2020-06-23;0;153;69
76;2020-06-23;0;123;79
76;2020-06-23;0;179;89
76;2020-06-23;0;155;90
76;2020-06-23;14;1512;0
76;2020-06-24;3;69;09
76;2020-06-24;2;123;19
76;2020-06-24;4;166;29
76;2020-06-24;2;200;39
76;2020-06-24;2;213;49
76;2020-06-24;2;178;59
76;2020-06-24;1;132;69
76;2020-06-24;0;88;79
76;2020-06-24;1;123;89
76;2020-06-24;1;135;90
76;2020-06-24;18;1427;0
76;2020-06-25;2;73;09
76;2020-06-25;4;114;19
76;2020-06-25;1;166;29
76;2020-06-25;2;215;39
76;2020-06-25;3;214;49
76;2020-06-25;2;158;59
76;2020-06-25;1;107;69
76;2020-06-25;1;84;79
76;2020-06-25;2;90;89
76;2020-06-25;0;62;90
76;2020-06-25;18;1283;0
76;2020-06-26;1;128;09
76;2020-06-26;0;108;19
76;2020-06-26;1;154;29
76;2020-06-26;3;202;39
76;2020-06-26;1;181;49
76;2020-06-26;1;135;59
76;2020-06-26;1;113;69
76;2020-06-26;2;102;79
76;2020-06-26;0;74;89
76;2020-06-26;0;56;90
76;2020-06-26;10;1253;0
76;2020-06-27;1;125;09
76;2020-06-27;1;84;19
76;2020-06-27;0;96;29
76;2020-06-27;3;91;39
76;2020-06-27;1;81;49
76;2020-06-27;2;69;59
76;2020-06-27;0;35;69
76;2020-06-27;1;42;79
76;2020-06-27;0;46;89
76;2020-06-27;0;18;90
76;2020-06-27;9;687;0
76;2020-06-28;0;88;09
76;2020-06-28;0;73;19
76;2020-06-28;0;63;29
76;2020-06-28;1;87;39
76;2020-06-28;3;57;49
76;2020-06-28;3;64;59
76;2020-06-28;1;34;69
76;2020-06-28;1;15;79
76;2020-06-28;0;32;89
76;2020-06-28;1;20;90
76;2020-06-28;10;533;0
76;2020-06-29;5;143;09
76;2020-06-29;3;152;19
76;2020-06-29;0;130;29
76;2020-06-29;2;201;39
76;2020-06-29;1;170;49
76;2020-06-29;2;183;59
76;2020-06-29;5;106;69
76;2020-06-29;0;106;79
76;2020-06-29;0;166;89
76;2020-06-29;0;158;90
76;2020-06-29;18;1515;0
76;2020-06-30;2;151;09
76;2020-06-30;3;157;19
76;2020-06-30;5;188;29
76;2020-06-30;3;233;39
76;2020-06-30;2;187;49
76;2020-06-30;2;169;59
76;2020-06-30;2;136;69
76;2020-06-30;1;104;79
76;2020-06-30;3;77;89
76;2020-06-30;0;24;90
76;2020-06-30;24;1427;0
76;2020-07-01;2;152;09
76;2020-07-01;3;125;19
76;2020-07-01;2;183;29
76;2020-07-01;0;224;39
76;2020-07-01;2;157;49
76;2020-07-01;2;164;59
76;2020-07-01;1;106;69
76;2020-07-01;1;102;79
76;2020-07-01;1;102;89
76;2020-07-01;1;67;90
76;2020-07-01;15;1382;0
76;2020-07-02;1;140;09
76;2020-07-02;0;125;19
76;2020-07-02;2;208;29
76;2020-07-02;5;209;39
76;2020-07-02;1;193;49
76;2020-07-02;2;183;59
76;2020-07-02;0;126;69
76;2020-07-02;1;109;79
76;2020-07-02;2;154;89
76;2020-07-02;0;130;90
76;2020-07-02;14;1577;0
76;2020-07-03;3;175;09
76;2020-07-03;3;124;19
76;2020-07-03;0;205;29
76;2020-07-03;4;210;39
76;2020-07-03;1;171;49
76;2020-07-03;1;155;59
76;2020-07-03;2;138;69
76;2020-07-03;0;124;79
76;2020-07-03;2;110;89
76;2020-07-03;0;70;90
76;2020-07-03;16;1482;0
76;2020-07-04;2;114;09
76;2020-07-04;2;103;19
76;2020-07-04;1;167;29
76;2020-07-04;0;195;39
76;2020-07-04;2;191;49
76;2020-07-04;2;137;59
76;2020-07-04;0;124;69
76;2020-07-04;0;97;79
76;2020-07-04;1;68;89
76;2020-07-04;0;30;90
76;2020-07-04;10;1226;0
76;2020-07-05;0;67;09
76;2020-07-05;1;43;19
76;2020-07-05;0;59;29
76;2020-07-05;1;84;39
76;2020-07-05;1;68;49
76;2020-07-05;1;54;59
76;2020-07-05;1;36;69
76;2020-07-05;0;26;79
76;2020-07-05;0;46;89
76;2020-07-05;0;33;90
76;2020-07-05;5;516;0
76;2020-07-06;2;165;09
76;2020-07-06;1;145;19
76;2020-07-06;2;173;29
76;2020-07-06;0;248;39
76;2020-07-06;2;242;49
76;2020-07-06;0;203;59
76;2020-07-06;1;263;69
76;2020-07-06;0;196;79
76;2020-07-06;0;86;89
76;2020-07-06;0;34;90
76;2020-07-06;8;1755;0
76;2020-07-07;4;188;09
76;2020-07-07;1;184;19
76;2020-07-07;1;187;29
76;2020-07-07;4;266;39
76;2020-07-07;3;226;49
76;2020-07-07;3;219;59
76;2020-07-07;0;241;69
76;2020-07-07;2;197;79
76;2020-07-07;0;117;89
76;2020-07-07;0;62;90
76;2020-07-07;18;1888;0
76;2020-07-08;5;177;09
76;2020-07-08;2;184;19
76;2020-07-08;0;180;29
76;2020-07-08;0;267;39
76;2020-07-08;2;224;49
76;2020-07-08;0;215;59
76;2020-07-08;0;222;69
76;2020-07-08;0;168;79
76;2020-07-08;0;92;89
76;2020-07-08;0;23;90
76;2020-07-08;9;1752;0
76;2020-07-09;3;186;09
76;2020-07-09;3;189;19
76;2020-07-09;1;210;29
76;2020-07-09;5;300;39
76;2020-07-09;0;270;49
76;2020-07-09;0;245;59
76;2020-07-09;3;242;69
76;2020-07-09;0;193;79
76;2020-07-09;0;118;89
76;2020-07-09;0;52;90
76;2020-07-09;15;2005;0
76;2020-07-10;2;191;09
76;2020-07-10;2;141;19
76;2020-07-10;2;190;29
76;2020-07-10;1;274;39
76;2020-07-10;0;241;49
76;2020-07-10;1;234;59
76;2020-07-10;0;211;69
76;2020-07-10;0;174;79
76;2020-07-10;0;86;89
76;2020-07-10;0;30;90
76;2020-07-10;8;1772;0
76;2020-07-11;0;109;09
76;2020-07-11;1;126;19
76;2020-07-11;2;89;29
76;2020-07-11;1;147;39
76;2020-07-11;1;125;49
76;2020-07-11;0;105;59
76;2020-07-11;0;83;69
76;2020-07-11;0;46;79
76;2020-07-11;0;43;89
76;2020-07-11;0;12;90
76;2020-07-11;5;885;0
76;2020-07-12;0;92;09
76;2020-07-12;1;63;19
76;2020-07-12;0;58;29
76;2020-07-12;1;91;39
76;2020-07-12;1;55;49
76;2020-07-12;0;49;59
76;2020-07-12;1;32;69
76;2020-07-12;0;30;79
76;2020-07-12;0;29;89
76;2020-07-12;0;5;90
76;2020-07-12;4;504;0
76;2020-07-13;4;103;09
76;2020-07-13;2;100;19
76;2020-07-13;3;136;29
76;2020-07-13;2;168;39
76;2020-07-13;1;131;49
76;2020-07-13;0;122;59
76;2020-07-13;1;142;69
76;2020-07-13;0;89;79
76;2020-07-13;1;79;89
76;2020-07-13;0;24;90
76;2020-07-13;14;1094;0
76;2020-07-14;1;63;09
76;2020-07-14;1;70;19
76;2020-07-14;0;72;29
76;2020-07-14;1;100;39
76;2020-07-14;2;60;49
76;2020-07-14;0;51;59
76;2020-07-14;0;48;69
76;2020-07-14;0;36;79
76;2020-07-14;0;32;89
76;2020-07-14;0;11;90
76;2020-07-14;5;543;0
76;2020-07-15;0;154;09
76;2020-07-15;0;180;19
76;2020-07-15;2;260;29
76;2020-07-15;0;253;39
76;2020-07-15;1;211;49
76;2020-07-15;1;191;59
76;2020-07-15;0;216;69
76;2020-07-15;0;161;79
76;2020-07-15;0;89;89
76;2020-07-15;0;19;90
76;2020-07-15;4;1734;0
76;2020-07-16;0;145;09
76;2020-07-16;2;135;19
76;2020-07-16;1;249;29
76;2020-07-16;1;237;39
76;2020-07-16;2;206;49
76;2020-07-16;0;200;59
76;2020-07-16;1;188;69
76;2020-07-16;2;148;79
76;2020-07-16;0;75;89
76;2020-07-16;0;30;90
76;2020-07-16;9;1613;0
76;2020-07-17;0;160;09
76;2020-07-17;1;146;19
76;2020-07-17;2;239;29
76;2020-07-17;1;279;39
76;2020-07-17;1;213;49
76;2020-07-17;0;179;59
76;2020-07-17;0;194;69
76;2020-07-17;0;146;79
76;2020-07-17;0;84;89
76;2020-07-17;0;32;90
76;2020-07-17;5;1673;0
76;2020-07-18;0;73;09
76;2020-07-18;0;52;19
76;2020-07-18;0;102;29
76;2020-07-18;0;102;39
76;2020-07-18;0;72;49
76;2020-07-18;0;68;59
76;2020-07-18;0;73;69
76;2020-07-18;0;49;79
76;2020-07-18;0;32;89
76;2020-07-18;0;9;90
76;2020-07-18;0;632;0
76;2020-07-19;0;49;09
76;2020-07-19;0;53;19
76;2020-07-19;0;75;29
76;2020-07-19;0;68;39
76;2020-07-19;0;55;49
76;2020-07-19;2;47;59
76;2020-07-19;1;27;69
76;2020-07-19;0;28;79
76;2020-07-19;0;31;89
76;2020-07-19;0;14;90
76;2020-07-19;3;447;0
76;2020-07-20;2;103;09
76;2020-07-20;0;129;19
76;2020-07-20;0;161;29
76;2020-07-20;0;162;39
76;2020-07-20;1;147;49
76;2020-07-20;0;139;59
76;2020-07-20;1;131;69
76;2020-07-20;0;99;79
76;2020-07-20;0;79;89
