dep;sexe;Dc_Elec_Covid_cum;jour
42;1;54;2020-04-25
42;1;54;2020-04-26
42;1;55;2020-04-27
42;1;55;2020-04-28
42;1;55;2020-04-29
42;1;55;2020-04-30
42;1;58;2020-05-01
42;1;60;2020-05-02
42;1;61;2020-05-03
42;1;64;2020-05-04
42;1;64;2020-05-05
42;1;66;2020-05-06
42;1;67;2020-05-07
42;1;68;2020-05-08
42;1;68;2020-05-09
42;1;71;2020-05-10
42;1;71;2020-05-11
42;1;71;2020-05-12
42;1;72;2020-05-13
42;1;72;2020-05-14
42;1;73;2020-05-15
42;1;73;2020-05-16
42;1;73;2020-05-17
42;2;0;2020-03-06
42;2;0;2020-03-07
42;2;0;2020-03-08
42;2;0;2020-03-09
42;2;0;2020-03-10
42;2;0;2020-03-11
42;2;0;2020-03-12
42;2;0;2020-03-13
42;2;0;2020-03-14
42;2;0;2020-03-15
42;2;0;2020-03-16
42;2;0;2020-03-17
42;2;0;2020-03-18
42;2;0;2020-03-19
42;2;0;2020-03-20
42;2;1;2020-03-21
42;2;1;2020-03-22
42;2;1;2020-03-23
42;2;1;2020-03-24
42;2;1;2020-03-25
42;2;5;2020-03-26
42;2;7;2020-03-27
42;2;8;2020-03-28
42;2;9;2020-03-29
42;2;10;2020-03-30
42;2;12;2020-03-31
42;2;13;2020-04-01
42;2;14;2020-04-02
42;2;15;2020-04-03
42;2;18;2020-04-04
42;2;20;2020-04-05
42;2;20;2020-04-06
42;2;21;2020-04-07
42;2;22;2020-04-08
42;2;22;2020-04-09
42;2;23;2020-04-10
42;2;23;2020-04-11
42;2;23;2020-04-12
42;2;26;2020-04-13
42;2;28;2020-04-14
42;2;29;2020-04-15
42;2;32;2020-04-16
42;2;35;2020-04-17
42;2;36;2020-04-18
42;2;37;2020-04-19
42;2;40;2020-04-20
42;2;41;2020-04-21
42;2;43;2020-04-22
42;2;43;2020-04-23
42;2;45;2020-04-24
42;2;46;2020-04-25
42;2;47;2020-04-26
42;2;47;2020-04-27
42;2;48;2020-04-28
42;2;50;2020-04-29
42;2;50;2020-04-30
42;2;50;2020-05-01
42;2;50;2020-05-02
42;2;50;2020-05-03
42;2;52;2020-05-04
42;2;54;2020-05-05
42;2;56;2020-05-06
42;2;56;2020-05-07
42;2;57;2020-05-08
42;2;59;2020-05-09
42;2;61;2020-05-10
42;2;61;2020-05-11
42;2;61;2020-05-12
42;2;61;2020-05-13
42;2;62;2020-05-14
42;2;62;2020-05-15
42;2;64;2020-05-16
42;2;64;2020-05-17
43;0;0;2020-03-06
43;0;0;2020-03-07
43;0;0;2020-03-08
43;0;0;2020-03-09
43;0;0;2020-03-10
43;0;0;2020-03-11
43;0;0;2020-03-12
43;0;0;2020-03-13
43;0;0;2020-03-14
43;0;0;2020-03-15
43;0;0;2020-03-16
43;0;0;2020-03-17
43;0;0;2020-03-18
43;0;0;2020-03-19
43;0;0;2020-03-20
43;0;0;2020-03-21
43;0;0;2020-03-22
43;0;0;2020-03-23
43;0;0;2020-03-24
43;0;0;2020-03-25
43;0;0;2020-03-26
43;0;1;2020-03-27
43;0;1;2020-03-28
43;0;1;2020-03-29
43;0;1;2020-03-30
43;0;1;2020-03-31
43;0;1;2020-04-01
43;0;1;2020-04-02
43;0;1;2020-04-03
43;0;1;2020-04-04
43;0;1;2020-04-05
43;0;1;2020-04-06
43;0;1;2020-04-07
43;0;1;2020-04-08
43;0;1;2020-04-09
43;0;1;2020-04-10
43;0;1;2020-04-11
43;0;1;2020-04-12
43;0;2;2020-04-13
43;0;2;2020-04-14
43;0;3;2020-04-15
43;0;3;2020-04-16
43;0;3;2020-04-17
43;0;3;2020-04-18
43;0;3;2020-04-19
43;0;3;2020-04-20
43;0;3;2020-04-21
43;0;3;2020-04-22
43;0;3;2020-04-23
43;0;3;2020-04-24
43;0;3;2020-04-25
43;0;3;2020-04-26
43;0;3;2020-04-27
43;0;3;2020-04-28
43;0;3;2020-04-29
43;0;3;2020-04-30
43;0;3;2020-05-01
43;0;3;2020-05-02
43;0;3;2020-05-03
43;0;3;2020-05-04
43;0;3;2020-05-05
43;0;5;2020-05-06
43;0;5;2020-05-07
43;0;5;2020-05-08
43;0;5;2020-05-09
43;0;5;2020-05-10
43;0;5;2020-05-11
43;0;5;2020-05-12
43;0;5;2020-05-13
43;0;6;2020-05-14
43;0;6;2020-05-15
43;0;6;2020-05-16
43;0;6;2020-05-17
43;1;0;2020-03-06
43;1;0;2020-03-07
43;1;0;2020-03-08
43;1;0;2020-03-09
43;1;0;2020-03-10
43;1;0;2020-03-11
43;1;0;2020-03-12
43;1;0;2020-03-13
43;1;0;2020-03-14
43;1;0;2020-03-15
43;1;0;2020-03-16
43;1;0;2020-03-17
43;1;0;2020-03-18
43;1;0;2020-03-19
43;1;0;2020-03-20
43;1;0;2020-03-21
43;1;0;2020-03-22
43;1;0;2020-03-23
43;1;0;2020-03-24
43;1;0;2020-03-25
43;1;0;2020-03-26
43;1;1;2020-03-27
43;1;1;2020-03-28
43;1;1;2020-03-29
43;1;1;2020-03-30
43;1;1;2020-03-31
43;1;1;2020-04-01
43;1;1;2020-04-02
43;1;1;2020-04-03
43;1;1;2020-04-04
43;1;1;2020-04-05
43;1;1;2020-04-06
43;1;1;2020-04-07
43;1;1;2020-04-08
43;1;1;2020-04-09
43;1;1;2020-04-10
43;1;1;2020-04-11
43;1;1;2020-04-12
43;1;2;2020-04-13
43;1;2;2020-04-14
43;1;2;2020-04-15
43;1;2;2020-04-16
43;1;2;2020-04-17
43;1;2;2020-04-18
43;1;2;2020-04-19
43;1;2;2020-04-20
43;1;2;2020-04-21
43;1;2;2020-04-22
43;1;2;2020-04-23
43;1;2;2020-04-24
43;1;2;2020-04-25
43;1;2;2020-04-26
43;1;2;2020-04-27
43;1;2;2020-04-28
43;1;2;2020-04-29
43;1;2;2020-04-30
43;1;2;2020-05-01
43;1;2;2020-05-02
43;1;2;2020-05-03
43;1;2;2020-05-04
43;1;2;2020-05-05
43;1;3;2020-05-06
43;1;3;2020-05-07
43;1;3;2020-05-08
43;1;3;2020-05-09
43;1;3;2020-05-10
43;1;3;2020-05-11
43;1;3;2020-05-12
43;1;3;2020-05-13
43;1;3;2020-05-14
43;1;3;2020-05-15
43;1;3;2020-05-16
43;1;3;2020-05-17
43;2;0;2020-03-06
43;2;0;2020-03-07
43;2;0;2020-03-08
43;2;0;2020-03-09
43;2;0;2020-03-10
43;2;0;2020-03-11
43;2;0;2020-03-12
43;2;0;2020-03-13
43;2;0;2020-03-14
43;2;0;2020-03-15
43;2;0;2020-03-16
43;2;0;2020-03-17
43;2;0;2020-03-18
43;2;0;2020-03-19
43;2;0;2020-03-20
43;2;0;2020-03-21
43;2;0;2020-03-22
43;2;0;2020-03-23
43;2;0;2020-03-24
43;2;0;2020-03-25
43;2;0;2020-03-26
43;2;0;2020-03-27
43;2;0;2020-03-28
43;2;0;2020-03-29
43;2;0;2020-03-30
43;2;0;2020-03-31
43;2;0;2020-04-01
43;2;0;2020-04-02
43;2;0;2020-04-03
43;2;0;2020-04-04
43;2;0;2020-04-05
43;2;0;2020-04-06
43;2;0;2020-04-07
43;2;0;2020-04-08
43;2;0;2020-04-09
43;2;0;2020-04-10
43;2;0;2020-04-11
43;2;0;2020-04-12
43;2;0;2020-04-13
43;2;0;2020-04-14
43;2;1;2020-04-15
43;2;1;2020-04-16
43;2;1;2020-04-17
43;2;1;2020-04-18
43;2;1;2020-04-19
43;2;1;2020-04-20
43;2;1;2020-04-21
43;2;1;2020-04-22
43;2;1;2020-04-23
43;2;1;2020-04-24
43;2;1;2020-04-25
43;2;1;2020-04-26
43;2;1;2020-04-27
43;2;1;2020-04-28
43;2;1;2020-04-29
43;2;1;2020-04-30
43;2;1;2020-05-01
43;2;1;2020-05-02
43;2;1;2020-05-03
43;2;1;2020-05-04
43;2;1;2020-05-05
43;2;2;2020-05-06
43;2;2;2020-05-07
43;2;2;2020-05-08
43;2;2;2020-05-09
43;2;2;2020-05-10
43;2;2;2020-05-11
43;2;2;2020-05-12
43;2;2;2020-05-13
43;2;3;2020-05-14
43;2;3;2020-05-15
43;2;3;2020-05-16
43;2;3;2020-05-17
44;0;0;2020-03-06
44;0;0;2020-03-07
44;0;0;2020-03-08
44;0;0;2020-03-09
44;0;0;2020-03-10
44;0;0;2020-03-11
44;0;0;2020-03-12
44;0;0;2020-03-13
44;0;0;2020-03-14
44;0;0;2020-03-15
44;0;0;2020-03-16
44;0;1;2020-03-17
44;0;1;2020-03-18
44;0;1;2020-03-19
44;0;2;2020-03-20
44;0;2;2020-03-21
44;0;2;2020-03-22
44;0;2;2020-03-23
44;0;2;2020-03-24
44;0;5;2020-03-25
44;0;8;2020-03-26
44;0;11;2020-03-27
44;0;14;2020-03-28
44;0;15;2020-03-29
44;0;17;2020-03-30
44;0;21;2020-03-31
44;0;25;2020-04-01
44;0;29;2020-04-02
44;0;32;2020-04-03
44;0;32;2020-04-04
44;0;32;2020-04-05
44;0;35;2020-04-06
44;0;36;2020-04-07
44;0;40;2020-04-08
44;0;43;2020-04-09
44;0;45;2020-04-10
44;0;49;2020-04-11
44;0;50;2020-04-12
44;0;52;2020-04-13
44;0;53;2020-04-14
44;0;54;2020-04-15
44;0;56;2020-04-16
44;0;58;2020-04-17
44;0;63;2020-04-18
44;0;66;2020-04-19
44;0;67;2020-04-20
44;0;70;2020-04-21
44;0;75;2020-04-22
44;0;80;2020-04-23
44;0;81;2020-04-24
44;0;84;2020-04-25
44;0;87;2020-04-26
44;0;87;2020-04-27
44;0;90;2020-04-28
44;0;90;2020-04-29
44;0;90;2020-04-30
44;0;91;2020-05-01
44;0;93;2020-05-02
44;0;93;2020-05-03
44;0;96;2020-05-04
44;0;97;2020-05-05
44;0;98;2020-05-06
44;0;100;2020-05-07
44;0;101;2020-05-08
44;0;101;2020-05-09
44;0;102;2020-05-10
44;0;102;2020-05-11
44;0;102;2020-05-12
44;0;102;2020-05-13
44;0;104;2020-05-14
44;0;104;2020-05-15
44;0;105;2020-05-16
44;0;105;2020-05-17
44;1;0;2020-03-06
44;1;0;2020-03-07
44;1;0;2020-03-08
44;1;0;2020-03-09
44;1;0;2020-03-10
44;1;0;2020-03-11
44;1;0;2020-03-12
44;1;0;2020-03-13
44;1;0;2020-03-14
44;1;0;2020-03-15
44;1;0;2020-03-16
44;1;1;2020-03-17
44;1;1;2020-03-18
44;1;1;2020-03-19
44;1;2;2020-03-20
44;1;2;2020-03-21
44;1;2;2020-03-22
44;1;2;2020-03-23
44;1;2;2020-03-24
44;1;4;2020-03-25
44;1;7;2020-03-26
44;1;9;2020-03-27
44;1;12;2020-03-28
44;1;13;2020-03-29
44;1;15;2020-03-30
44;1;16;2020-03-31
44;1;19;2020-04-01
44;1;22;2020-04-02
44;1;23;2020-04-03
44;1;23;2020-04-04
44;1;23;2020-04-05
44;1;25;2020-04-06
44;1;25;2020-04-07
44;1;27;2020-04-08
44;1;28;2020-04-09
44;1;29;2020-04-10
44;1;30;2020-04-11
44;1;30;2020-04-12
44;1;31;2020-04-13
44;1;32;2020-04-14
44;1;32;2020-04-15
44;1;33;2020-04-16
44;1;34;2020-04-17
44;1;36;2020-04-18
44;1;38;2020-04-19
44;1;39;2020-04-20
44;1;40;2020-04-21
44;1;42;2020-04-22
44;1;43;2020-04-23
44;1;43;2020-04-24
44;1;45;2020-04-25
44;1;46;2020-04-26
44;1;46;2020-04-27
44;1;48;2020-04-28
44;1;48;2020-04-29
44;1;48;2020-04-30
44;1;49;2020-05-01
44;1;49;2020-05-02
44;1;49;2020-05-03
44;1;52;2020-05-04
44;1;53;2020-05-05
44;1;54;2020-05-06
44;1;56;2020-05-07
44;1;57;2020-05-08
44;1;57;2020-05-09
44;1;58;2020-05-10
44;1;58;2020-05-11
44;1;58;2020-05-12
44;1;58;2020-05-13
44;1;59;2020-05-14
44;1;59;2020-05-15
44;1;59;2020-05-16
44;1;59;2020-05-17
44;2;0;2020-03-06
44;2;0;2020-03-07
44;2;0;2020-03-08
44;2;0;2020-03-09
44;2;0;2020-03-10
44;2;0;2020-03-11
44;2;0;2020-03-12
44;2;0;2020-03-13
44;2;0;2020-03-14
44;2;0;2020-03-15
44;2;0;2020-03-16
44;2;0;2020-03-17
44;2;0;2020-03-18
44;2;0;2020-03-19
44;2;0;2020-03-20
44;2;0;2020-03-21
44;2;0;2020-03-22
44;2;0;2020-03-23
44;2;0;2020-03-24
44;2;1;2020-03-25
44;2;1;2020-03-26
44;2;2;2020-03-27
44;2;2;2020-03-28
44;2;2;2020-03-29
44;2;2;2020-03-30
44;2;5;2020-03-31
44;2;6;2020-04-01
44;2;7;2020-04-02
44;2;9;2020-04-03
44;2;9;2020-04-04
44;2;9;2020-04-05
44;2;10;2020-04-06
44;2;11;2020-04-07
44;2;13;2020-04-08
44;2;15;2020-04-09
44;2;16;2020-04-10
44;2;19;2020-04-11
44;2;20;2020-04-12
44;2;21;2020-04-13
44;2;21;2020-04-14
44;2;22;2020-04-15
44;2;23;2020-04-16
44;2;24;2020-04-17
44;2;27;2020-04-18
44;2;28;2020-04-19
44;2;28;2020-04-20
44;2;30;2020-04-21
44;2;33;2020-04-22
44;2;37;2020-04-23
44;2;38;2020-04-24
44;2;39;2020-04-25
44;2;41;2020-04-26
44;2;41;2020-04-27
44;2;42;2020-04-28
44;2;42;2020-04-29
44;2;42;2020-04-30
44;2;42;2020-05-01
44;2;44;2020-05-02
44;2;44;2020-05-03
44;2;44;2020-05-04
44;2;44;2020-05-05
44;2;44;2020-05-06
44;2;44;2020-05-07
44;2;44;2020-05-08
44;2;44;2020-05-09
44;2;44;2020-05-10
44;2;44;2020-05-11
44;2;44;2020-05-12
44;2;44;2020-05-13
44;2;45;2020-05-14
44;2;45;2020-05-15
44;2;46;2020-05-16
44;2;46;2020-05-17
45;0;0;2020-03-06
45;0;0;2020-03-07
45;0;0;2020-03-08
45;0;0;2020-03-09
45;0;0;2020-03-10
45;0;0;2020-03-11
45;0;0;2020-03-12
45;0;0;2020-03-13
45;0;0;2020-03-14
45;0;0;2020-03-15
45;0;0;2020-03-16
45;0;0;2020-03-17
45;0;0;2020-03-18
45;0;0;2020-03-19
45;0;0;2020-03-20
45;0;1;2020-03-21
45;0;2;2020-03-22
45;0;2;2020-03-23
45;0;2;2020-03-24
45;0;3;2020-03-25
45;0;4;2020-03-26
45;0;8;2020-03-27
45;0;9;2020-03-28
45;0;12;2020-03-29
45;0;13;2020-03-30
45;0;14;2020-03-31
45;0;14;2020-04-01
45;0;16;2020-04-02
45;0;17;2020-04-03
45;0;22;2020-04-04
45;0;24;2020-04-05
45;0;27;2020-04-06
45;0;31;2020-04-07
45;0;33;2020-04-08
45;0;38;2020-04-09
45;0;41;2020-04-10
45;0;43;2020-04-11
45;0;46;2020-04-12
45;0;50;2020-04-13
45;0;53;2020-04-14
45;0;54;2020-04-15
45;0;55;2020-04-16
45;0;57;2020-04-17
45;0;58;2020-04-18
45;0;58;2020-04-19
45;0;58;2020-04-20
45;0;59;2020-04-21
45;0;60;2020-04-22
45;0;61;2020-04-23
45;0;62;2020-04-24
45;0;63;2020-04-25
45;0;65;2020-04-26
45;0;66;2020-04-27
45;0;68;2020-04-28
45;0;69;2020-04-29
45;0;70;2020-04-30
45;0;70;2020-05-01
45;0;71;2020-05-02
45;0;71;2020-05-03
45;0;72;2020-05-04
45;0;73;2020-05-05
45;0;75;2020-05-06
45;0;76;2020-05-07
45;0;78;2020-05-08
45;0;78;2020-05-09
45;0;80;2020-05-10
45;0;80;2020-05-11
45;0;81;2020-05-12
45;0;81;2020-05-13
45;0;82;2020-05-14
45;0;83;2020-05-15
45;0;84;2020-05-16
45;0;84;2020-05-17
45;1;0;2020-03-06
45;1;0;2020-03-07
45;1;0;2020-03-08
45;1;0;2020-03-09
45;1;0;2020-03-10
45;1;0;2020-03-11
45;1;0;2020-03-12
45;1;0;2020-03-13
45;1;0;2020-03-14
45;1;0;2020-03-15
45;1;0;2020-03-16
45;1;0;2020-03-17
45;1;0;2020-03-18
45;1;0;2020-03-19
45;1;0;2020-03-20
45;1;0;2020-03-21
45;1;1;2020-03-22
45;1;1;2020-03-23
45;1;1;2020-03-24
45;1;2;2020-03-25
45;1;2;2020-03-26
45;1;3;2020-03-27
45;1;3;2020-03-28
45;1;4;2020-03-29
45;1;5;2020-03-30
45;1;5;2020-03-31
45;1;5;2020-04-01
45;1;6;2020-04-02
45;1;7;2020-04-03
45;1;11;2020-04-04
45;1;13;2020-04-05
45;1;14;2020-04-06
45;1;17;2020-04-07
45;1;19;2020-04-08
45;1;23;2020-04-09
45;1;23;2020-04-10
45;1;23;2020-04-11
45;1;25;2020-04-12
45;1;27;2020-04-13
45;1;28;2020-04-14
45;1;28;2020-04-15
45;1;28;2020-04-16
45;1;30;2020-04-17
45;1;30;2020-04-18
45;1;30;2020-04-19
45;1;30;2020-04-20
45;1;30;2020-04-21
45;1;30;2020-04-22
45;1;31;2020-04-23
45;1;31;2020-04-24
45;1;31;2020-04-25
45;1;31;2020-04-26
45;1;32;2020-04-27
45;1;33;2020-04-28
45;1;34;2020-04-29
45;1;35;2020-04-30
45;1;35;2020-05-01
45;1;36;2020-05-02
45;1;36;2020-05-03
45;1;36;2020-05-04
45;1;36;2020-05-05
45;1;38;2020-05-06
45;1;38;2020-05-07
45;1;40;2020-05-08
45;1;40;2020-05-09
45;1;42;2020-05-10
45;1;42;2020-05-11
45;1;43;2020-05-12
45;1;43;2020-05-13
45;1;44;2020-05-14
45;1;45;2020-05-15
45;1;45;2020-05-16
45;1;45;2020-05-17
45;2;0;2020-03-06
45;2;0;2020-03-07
45;2;0;2020-03-08
45;2;0;2020-03-09
45;2;0;2020-03-10
45;2;0;2020-03-11
45;2;0;2020-03-12
45;2;0;2020-03-13
45;2;0;2020-03-14
45;2;0;2020-03-15
45;2;0;2020-03-16
45;2;0;2020-03-17
45;2;0;2020-03-18
45;2;0;2020-03-19
45;2;0;2020-03-20
45;2;1;2020-03-21
45;2;1;2020-03-22
45;2;1;2020-03-23
45;2;1;2020-03-24
45;2;1;2020-03-25
45;2;2;2020-03-26
45;2;5;2020-03-27
45;2;6;2020-03-28
45;2;8;2020-03-29
45;2;8;2020-03-30
45;2;9;2020-03-31
45;2;9;2020-04-01
45;2;10;2020-04-02
45;2;10;2020-04-03
45;2;11;2020-04-04
45;2;11;2020-04-05
45;2;13;2020-04-06
45;2;14;2020-04-07
45;2;14;2020-04-08
45;2;15;2020-04-09
45;2;18;2020-04-10
45;2;20;2020-04-11
45;2;21;2020-04-12
45;2;23;2020-04-13
45;2;25;2020-04-14
45;2;26;2020-04-15
45;2;27;2020-04-16
45;2;27;2020-04-17
45;2;28;2020-04-18
45;2;28;2020-04-19
45;2;28;2020-04-20
45;2;29;2020-04-21
45;2;30;2020-04-22
45;2;30;2020-04-23
45;2;31;2020-04-24
45;2;32;2020-04-25
45;2;34;2020-04-26
45;2;34;2020-04-27
45;2;35;2020-04-28
45;2;35;2020-04-29
45;2;35;2020-04-30
45;2;35;2020-05-01
45;2;35;2020-05-02
45;2;35;2020-05-03
45;2;36;2020-05-04
45;2;37;2020-05-05
45;2;37;2020-05-06
45;2;38;2020-05-07
45;2;38;2020-05-08
45;2;38;2020-05-09
45;2;38;2020-05-10
45;2;38;2020-05-11
45;2;38;2020-05-12
45;2;38;2020-05-13
45;2;38;2020-05-14
45;2;38;2020-05-15
45;2;39;2020-05-16
45;2;39;2020-05-17
46;0;0;2020-03-06
46;0;0;2020-03-07
46;0;0;2020-03-08
46;0;0;2020-03-09
46;0;0;2020-03-10
46;0;0;2020-03-11
46;0;0;2020-03-12
46;0;0;2020-03-13
46;0;0;2020-03-14
46;0;0;2020-03-15
46;0;0;2020-03-16
46;0;0;2020-03-17
46;0;0;2020-03-18
46;0;0;2020-03-19
46;0;0;2020-03-20
46;0;0;2020-03-21
46;0;0;2020-03-22
46;0;0;2020-03-23
46;0;0;2020-03-24
46;0;0;2020-03-25
46;0;0;2020-03-26
46;0;0;2020-03-27
46;0;0;2020-03-28
46;0;0;2020-03-29
46;0;0;2020-03-30
46;0;0;2020-03-31
46;0;0;2020-04-01
46;0;0;2020-04-02
46;0;0;2020-04-03
46;0;0;2020-04-04
46;0;0;2020-04-05
46;0;0;2020-04-06
46;0;0;2020-04-07
46;0;0;2020-04-08
46;0;0;2020-04-09
46;0;0;2020-04-10
46;0;0;2020-04-11
46;0;0;2020-04-12
46;0;0;2020-04-13
46;0;0;2020-04-14
46;0;0;2020-04-15
46;0;1;2020-04-16
46;0;1;2020-04-17
46;0;1;2020-04-18
46;0;1;2020-04-19
46;0;1;2020-04-20
46;0;1;2020-04-21
46;0;1;2020-04-22
46;0;1;2020-04-23
46;0;1;2020-04-24
46;0;1;2020-04-25
46;0;1;2020-04-26
46;0;1;2020-04-27
46;0;1;2020-04-28
46;0;1;2020-04-29
46;0;1;2020-04-30
46;0;1;2020-05-01
46;0;1;2020-05-02
46;0;1;2020-05-03
46;0;1;2020-05-04
46;0;1;2020-05-05
46;0;1;2020-05-06
46;0;1;2020-05-07
46;0;1;2020-05-08
46;0;1;2020-05-09
46;0;1;2020-05-10
46;0;1;2020-05-11
46;0;1;2020-05-12
46;0;1;2020-05-13
46;0;1;2020-05-14
46;0;1;2020-05-15
46;0;1;2020-05-16
46;0;1;2020-05-17
46;1;0;2020-03-06
46;1;0;2020-03-07
46;1;0;2020-03-08
46;1;0;2020-03-09
46;1;0;2020-03-10
46;1;0;2020-03-11
46;1;0;2020-03-12
46;1;0;2020-03-13
46;1;0;2020-03-14
46;1;0;2020-03-15
46;1;0;2020-03-16
46;1;0;2020-03-17
46;1;0;2020-03-18
46;1;0;2020-03-19
46;1;0;2020-03-20
46;1;0;2020-03-21
46;1;0;2020-03-22
46;1;0;2020-03-23
46;1;0;2020-03-24
46;1;0;2020-03-25
46;1;0;2020-03-26
46;1;0;2020-03-27
46;1;0;2020-03-28
46;1;0;2020-03-29
46;1;0;2020-03-30
46;1;0;2020-03-31
46;1;0;2020-04-01
46;1;0;2020-04-02
46;1;0;2020-04-03
46;1;0;2020-04-04
46;1;0;2020-04-05
46;1;0;2020-04-06
46;1;0;2020-04-07
46;1;0;2020-04-08
46;1;0;2020-04-09
46;1;0;2020-04-10
46;1;0;2020-04-11
46;1;0;2020-04-12
46;1;0;2020-04-13
46;1;0;2020-04-14
46;1;0;2020-04-15
46;1;0;2020-04-16
46;1;0;2020-04-17
46;1;0;2020-04-18
46;1;0;2020-04-19
46;1;0;2020-04-20
46;1;0;2020-04-21
46;1;0;2020-04-22
46;1;0;2020-04-23
46;1;0;2020-04-24
46;1;0;2020-04-25
46;1;0;2020-04-26
46;1;0;2020-04-27
46;1;0;2020-04-28
46;1;0;2020-04-29
46;1;0;2020-04-30
46;1;0;2020-05-01
46;1;0;2020-05-02
46;1;0;2020-05-03
46;1;0;2020-05-04
46;1;0;2020-05-05
46;1;0;2020-05-06
46;1;0;2020-05-07
46;1;0;2020-05-08
46;1;0;2020-05-09
46;1;0;2020-05-10
46;1;0;2020-05-11
46;1;0;2020-05-12
46;1;0;2020-05-13
46;1;0;2020-05-14
46;1;0;2020-05-15
46;1;0;2020-05-16
46;1;0;2020-05-17
46;2;0;2020-03-06
46;2;0;2020-03-07
46;2;0;2020-03-08
46;2;0;2020-03-09
46;2;0;2020-03-10
46;2;0;2020-03-11
46;2;0;2020-03-12
46;2;0;2020-03-13
46;2;0;2020-03-14
46;2;0;2020-03-15
46;2;0;2020-03-16
46;2;0;2020-03-17
46;2;0;2020-03-18
46;2;0;2020-03-19
46;2;0;2020-03-20
46;2;0;2020-03-21
46;2;0;2020-03-22
46;2;0;2020-03-23
46;2;0;2020-03-24
46;2;0;2020-03-25
46;2;0;2020-03-26
46;2;0;2020-03-27
46;2;0;2020-03-28
46;2;0;2020-03-29
46;2;0;2020-03-30
46;2;0;2020-03-31
46;2;0;2020-04-01
46;2;0;2020-04-02
46;2;0;2020-04-03
46;2;0;2020-04-04
46;2;0;2020-04-05
46;2;0;2020-04-06
46;2;0;2020-04-07
46;2;0;2020-04-08
46;2;0;2020-04-09
46;2;0;2020-04-10
46;2;0;2020-04-11
46;2;0;2020-04-12
46;2;0;2020-04-13
46;2;0;2020-04-14
46;2;0;2020-04-15
46;2;1;2020-04-16
46;2;1;2020-04-17
46;2;1;2020-04-18
46;2;1;2020-04-19
46;2;1;2020-04-20
46;2;1;2020-04-21
46;2;1;2020-04-22
46;2;1;2020-04-23
46;2;1;2020-04-24
46;2;1;2020-04-25
46;2;1;2020-04-26
46;2;1;2020-04-27
46;2;1;2020-04-28
46;2;1;2020-04-29
46;2;1;2020-04-30
46;2;1;2020-05-01
46;2;1;2020-05-02
46;2;1;2020-05-03
46;2;1;2020-05-04
46;2;1;2020-05-05
46;2;1;2020-05-06
46;2;1;2020-05-07
46;2;1;2020-05-08
46;2;1;2020-05-09
46;2;1;2020-05-10
46;2;1;2020-05-11
46;2;1;2020-05-12
46;2;1;2020-05-13
46;2;1;2020-05-14
46;2;1;2020-05-15
46;2;1;2020-05-16
46;2;1;2020-05-17
47;0;0;2020-03-06
47;0;0;2020-03-07
47;0;0;2020-03-08
47;0;0;2020-03-09
47;0;0;2020-03-10
47;0;0;2020-03-11
47;0;0;2020-03-12
47;0;0;2020-03-13
47;0;0;2020-03-14
47;0;0;2020-03-15
47;0;0;2020-03-16
47;0;0;2020-03-17
47;0;0;2020-03-18
47;0;0;2020-03-19
47;0;0;2020-03-20
47;0;0;2020-03-21
47;0;1;2020-03-22
47;0;2;2020-03-23
47;0;2;2020-03-24
47;0;3;2020-03-25
47;0;3;2020-03-26
47;0;3;2020-03-27
47;0;5;2020-03-28
47;0;5;2020-03-29
47;0;5;2020-03-30
47;0;5;2020-03-31
47;0;5;2020-04-01
47;0;5;2020-04-02
47;0;5;2020-04-03
47;0;5;2020-04-04
47;0;5;2020-04-05
47;0;5;2020-04-06
47;0;5;2020-04-07
47;0;6;2020-04-08
47;0;7;2020-04-09
47;0;7;2020-04-10
47;0;7;2020-04-11
47;0;7;2020-04-12
47;0;7;2020-04-13
47;0;7;2020-04-14
47;0;7;2020-04-15
47;0;7;2020-04-16
47;0;7;2020-04-17
47;0;7;2020-04-18
47;0;7;2020-04-19
47;0;7;2020-04-20
47;0;8;2020-04-21
47;0;8;2020-04-22
47;0;8;2020-04-23
47;0;8;2020-04-24
47;0;8;2020-04-25
47;0;8;2020-04-26
47;0;8;2020-04-27
47;0;8;2020-04-28
47;0;9;2020-04-29
47;0;9;2020-04-30
47;0;9;2020-05-01
47;0;9;2020-05-02
47;0;10;2020-05-03
47;0;11;2020-05-04
47;0;11;2020-05-05
47;0;11;2020-05-06
47;0;11;2020-05-07
47;0;11;2020-05-08
47;0;11;2020-05-09
47;0;11;2020-05-10
47;0;11;2020-05-11
47;0;11;2020-05-12
47;0;11;2020-05-13
47;0;11;2020-05-14
47;0;12;2020-05-15
47;0;12;2020-05-16
47;0;12;2020-05-17
47;1;0;2020-03-06
47;1;0;2020-03-07
47;1;0;2020-03-08
47;1;0;2020-03-09
47;1;0;2020-03-10
47;1;0;2020-03-11
47;1;0;2020-03-12
47;1;0;2020-03-13
47;1;0;2020-03-14
47;1;0;2020-03-15
47;1;0;2020-03-16
47;1;0;2020-03-17
47;1;0;2020-03-18
47;1;0;2020-03-19
47;1;0;2020-03-20
47;1;0;2020-03-21
47;1;1;2020-03-22
47;1;2;2020-03-23
47;1;2;2020-03-24
47;1;3;2020-03-25
47;1;3;2020-03-26
47;1;3;2020-03-27
47;1;4;2020-03-28
47;1;4;2020-03-29
47;1;4;2020-03-30
47;1;4;2020-03-31
47;1;4;2020-04-01
47;1;4;2020-04-02
47;1;4;2020-04-03
47;1;4;2020-04-04
